CODE,DESCRIPTION
2240,FE-25/MM/EFS DIB
2242,"LC#14IAC0115-00009  $73,755.00  SUMITOMO (SINGAPORE)"
2245,BAHRIA TOWN KHI (FSL)
2248,"LC#14IAC0115-00018  $228,690.00  (SUMITOMO (SINGAPORE))"
2252,HIGHLAND TRADERS
2257,FE-25/MM//RF SUMMIT BANK LTD
2259,"LC#14IUNU9001008112 $ 568,012.50  SABIC   (SAUDI ARABIA)"
2263,MEDICAL EXPENSES (H.O)
2303,ALL COMMODITY EXPORTS (PVT) LTD
2305,AMINE DARWICH
2307,MIDTRANS COMMODITIES INT'L (HK)
2310,SAMA IMPORT AND EXPORT TRADING LLC
2312,VINTEKS LTD
2317,PADDY PROCESSING EXPENSES GHAROO
2318,PADDY PROCESSING EXPENSES SKP-1
2321,"LC#LC/01/030/102  $2,750,000.00 RUSSIAN OR UKRAINE MILLING WHEAT"
1018,"LC#11IAC0115/00054  $73,755 (SUMITOMO)"
1021,MARKUP PAYABLE HABIB BANK
1023,ND RICE BROKER
1026,"LC#11IAC0115/00062   $67,815.00  SUMITOMO (SINGAPORE)"
1032,"ABDULLAH SAEED, YAMEN"
1034,AFRICOM LDA
1036,"AWALI FOR FOODSTUFF, BAHRAIN"
1038,FREIGHT AFRICA
1040,FUJIAN AUSTRALIA PTY LTD
1043,"HEALTHY FOODS, POLAND"
1045,"HOLLY LAND, USA"
1047,"INCOM LTD, BULGARIA"
1049,JANA TRADING LATTAKIA
1051,L&A GROUP FSC UAE
1053,MAKRO K&K EXPORT
1055,MOHD AL-HAFI SYRIA
1057,OOO RAKAN REPUBLIC
1059,PWC LOGISTIC UAE
1061,RAJI DACCACHE
1063,SAGA CAMEROUN
1064,"SARL FOURUM IMPORT, ALGARIA"
1067,SUNDAY POLASKA
1069,THE DIRECTOR CENTRALE TUNISIA
1071,UNITED GROUP OFFSHORE
1077,MILLING PROCESS PAYABLE FFAW AC
1076,"LC#11INSU0115/00066  $27,000 (CALCIUM CARBONATE GRADE AC171)"
1084,"LC#11IAC0115/00073 SUMMITOMO  $65,340.00"
1089,LC#12IAC0115-00001 PMC SUMITOMO $169750
1094,LC-12IAC0115-00010 PMC SABIC $32175
1098,LC-12IAC0115-00016 SABIC PMC $67815
1103,"LC#12IAC0115-00021 $70,785 (SUMITOMO)"
2014,CORN (MAIZ) EXPORTSALE
2018,WHEAT FLOUR PRODUCTION/OTHER EXPENSES
2932,BAH GOLARCHI BR AC # 1174-0981-001062-01-1
2933,RAFIQ MUHAMMAD
2934,VIJAY KUMAR
374,ENTERTAINMENT (FOH)
601,JHANG RICE (OTHERS)
603,SALES RETURN - LOCAL EXPENSES
612,ABED AL KAREEM
610,RAJI DACCACHE
613,OLAM MADGASAR
614,AFRICOM LDA
616,MOHD AL-HAFI SYRIA
619,BAGGASE A/C GHARO.
621,TEMPORARY RECEIVINGS (S.MUSTAFA).
625,TANTUS TRADING
626,UAB STOMILINA
628,NUTAGRA RESIDENCE
630,S.R.AGENCY
632,STATE TRADING CO MARITIUS
634,JANA TRADING LATTAKIA
636,SUMMIT BANK LTD.(D.H.A BR-1-2-54-20311-714-103096)
681,LC-0037/08 MEEZAN PP RELIANCE INDIA $96960.
685,PP PLANT LOCAL MISC PURCHASE/ERECTION
689,CIVIL WORK MACHINERY GHARO
693,LC-4078 UBL CHILLER $22610 CHINA
697,DECORATIVE LAMINATED PAPERS IMPORTED
701,LC-4552 UBL $26000 PRE CLEANER INDIA
706,PAK ROCK OIL TRADING CORPORATION
710,BAH GHARO 1106-0081-000815-01-8
712,M.M
713,THAL LIMITED (BALUCHISTAN LAMINATES)
718,ADVANCE PAYMENTS AGAINST IMPORTS
722,PP OPERATING EXPENSES
725,CLARIANT PAKISTAN LTD - PP
728,FE-25/MM/EFS MEEZAN BANK
731,KONAIN BABA
733,AK LOAN
735,LC-5629-08 PP $701910 SABIC
738,ANEED JATOI
739,RANA ENGINEERING (SILO ERECTION)
744,TRANSPORTATION LMDF
747,HYDERABAD TRADERS IRRI-6
749,WHEAT IMPORTED PURCHASE AC
752,GREEN FIELD (OTHERS)
755,WASIM INTERNATIONAL
759,POWER BILL PP PLANT GHARO (VALIKA)
761,MESKEY & FEMETY TRADING CO. (PVT.) LTD.
765,SILVER (OHTERS)
767,LINE-1 REPAIRS & OTHER EXP
771,GS PP RECIVABLE
773,PMC SALE AC
775,RAJA LALCHAND
777,AMJAD BARDANA
779,GREEN FIELD / KOHINOOR RICE MILL
782,LC-0151 PAPER CHINA $67600 MY
786,CARTAGE TO GHARO ALTAF
791,FLOUR MILL BUILDING D67-71
793,WHEAT SALE LOCAL
795,IMPREGNATION & LAMINATION PLANT
798,HYDERABAD TRADERS (BY SALE)
800,POWER GENERATION UNIT GHARO
804,LC-0007/09 MZ $96000 DOOR SKIN THAILAND
808,AL-AAMIR (PVT) LTD.
864,ARIF ZAKARIA- BY SALE AC
867,ARIF ZAKARIA (IRRI-6)
869,D-67/71 GODOWN-2 CONST PQ 125K SQ.FT
872,SHALIMAR RICE
874,RICE PROCESSING CHGS
876,FLOUR MILL PLANT & MACHINERY PQ D-67
880,BANK AL-FALAH (UNI TOWER)
883,LC-0054/09 MBL PMC TASNEE $ 105930
888,"LC-0005/10 MBL RICE PARBOIL PLANT+ DRIER PLANT $180,710 (IND)"
894,GODOWN RICE MILL GHARO (AMJAD)
897,AL BARKA ISLAMIC BANK S.FAISAL BR.
900,"LC-FLC 11744/10 UBL $ 37,400 (DIFFERENTAIL DOSING SCALE MSDG 60) GERMNAY"
908,"LC-0030/10 MBL $ 157,905 (PMC) SAUDI ARABIA"
913,"LC#ULC/IBSHF/10/087 ALFALAH $ 131,175 (PMC) (SAUDI ARABIA)"
919,PP CASH SALE
920,SILO FOUNDATIONS-3 NEW PQ
923,"LC-FLC 12699/10 UBL (EURO) 27,969.60   FAN-ARRANGEMENT 4 DIRECT DRIVEN  (ITALY)"
930,"LC-FLC 14081-10 (UBL) 110,880 (SUMITOMO)"
935,"LC-FLC-14355-10 (UBL) $ 257,647.50  (SAUDI ARABIA)"
940,"LC-FLC-14836-10 $ 175,725  (SAUDI ARABIA)"
944,MARKUP PAYABLE HABIB METRO
948,"LC#1014760220  $121,770.00  (SABIC)"
1004,ROTOTEC (PVT) LTD.
1007,"LC#11IAC0115/00049  $40,000.00 (XIAMEN CHANS WOOD & MACHINERY CO.LTD)"
1012,ANWAR SATTAR (FSL LOAN) EXP
1015,TAUQEER (IRRI-6)
514,"ABDULLAH SAEED, YAMEN"
516,"MJENGO, KENYA"
518,"HEALTHY FOODS, POLAND"
521,MC LOAN A/C.
523,ZAHID CONT SP.
525,SHORT TERM DEPOSITS
527,EAGLE THREAD CONES.
530,AL-KHIDMAT
532,YASEEN BROKER
533,IDREES BROKER
535,KS SULEMAN JI
537,MASHA ALLAH POULTRY
539,GREEN FIELD BY
541,BLENDED RICE
542,AGRO TRADE
544,GEOLIN IMPORTERS LTD
546,FREIGHT AFRICA
548,3D MARKETING
549,WORLD WIDE
551,DELIVERIES TO DIR
553,ARB LOAN A/C.
556,DATA FLOUR MILLS.
561,FUJIAN AUSTRALIA PTY LTD
564,BY SALE BASMATI RICE
566,BY SALE SELA SUPER RICE
569,V.M CO.
570,BY SALE BLENDED
572,JAVED JILANI (BY SALE)
574,COST OF BASMATI RICE (BY SALE)
577,COST OF SUPER SELA RICE
579,PADDY CREDITORS (PURCHASES) SKP-1
585,AA CONSTRUCTION CO
584,GHARO RICE TRANSFER (PADDY UNIT) (IRRI-6)
588,AMIN GHULAM HUSSAIN
590,L&A GROUP FSC UAE
591,MARANIK CO LTD ARMENIA
594,UNITED GROUP OFFSHORE
5130,"MEHUL ENTERPRISES LLC, OMAN"
5131,ABDUL GHAFFAR BROKER - KARACHI
5132,CITY STEEL - MDF STEEL COIL
5133,BILAL TRADING COMPANY - MDF MS IRON
5134,FUAD - WW DUBAI HUSK AC-2023
5135,SKP-2 (PINDIDAS) MUGHAL RICE TRANSFER
376,SECURITY SERVICE CHARGES
378,INDIRECT MATERIAL & CHEMICALS
402,MISCELLENEOUS & OTHER OFFICE EXPENSES
405,MARKUP CHARGES OTHER (LT)
407,BANK CHARGES GENERAL
409,SHORT REALIZATION
411,COMMISSION (FDD)
429,GENERAL RESERVES
431,RETAINED EARNINGS
177,W.I.TAX  PAID (VEHICLE)
180,SALES TAX INPUT (LOCAL PURCHASE)
182,SALESTAX REFUNDABLE/ PAYABLE
186,INSURANCE EXP MARINE IMPORTS
189,MARKUP RECEIVABLE
191,SUBSIDY RECIVABLE
194,UTILITIES BILLS GHARO
198,WOOD AC GHARO
201,REPAIRS & OTHER PLANT OPERATING EXPENS GHARO
206,DIRECTORS REMU
208,ABIDA SHAHID
209,ARJUMAND FAUZI
211,FARHAN GARIB
213,FAUZI GARIB
214,FAUZIA RASHID
216,HADI SHAHID GARIB
218,HAMID GARIB (LATE)
220,HUMAIRA FAISAL
222,RUKHSANA ZAHID
224,SAMI RASHID GARIB
226,SHAHID GARIB
227,SUMYA FARHAN
229,TERM LOAN/LTFF  UBL (LONG TERM)
232,GRATUITY PAYABLE
234,ERF I & II UNITED BANK LIMITED
236,ERF I & II STANDARD CHARTERED BANK PAK LTD
240,GOOD LUCK BROKER
241,FAMOUS COMMISSION SHOP
244,S.S.D
245,RELIANCE INTERNATIONAL
247,LUCKY BROKER (OTHERS)
249,ZULKARNAIN BROKER (OTHERS)
252,UNICORN INTERNATIONAL PRINTERS
259,3U ENTERPRISES
262,STORESACK PVT LTD
268,MAERSK PAKISTAN PVT LTD
271,APL PAKISTAN (PVT) LTD.
275,TRANSLOG SHIPPING
278,WATERLINK PAKISTAN
280,K-ELECTRIC (POWER BIILS)
283,WAPDA
284,SUPER COMPUTER
287,ZAREEN LABOUR
289,H.S.ENTERPRISES
293,HI-TECH
297,AP-RECEIVED AGAINST EXPORT ORDERS
300,W.I.TAX DEDUCTED ON STAFF SALARIES
302,MARKUP PAYABLE MEEZAN
304,MARKUP PAYABLE SCB
306,LEASE CURRENT MATURITY
309,OTHER ACCRUED EXPENSES
311,IRRI RICE-6/C-9 EXPORT SALE
314,WHEAT FLOUR LOCAL SALE- RECVBLE
413,CHARITY & DONATIONS
415,SUBSCRIPTIONS
417,MARKETING EXPENSES
419,MOBILE CHARGES DIRECTORS
422,TRAVELLING & CONVEYNCE DIRECTORS
424,FEES & SUBSCRIPTION
426,MISC HOME EXPENSES
316,DOORS EXPORT
318,BY SALE IRRI-6/C-9 RICE
320,BY SALE PADDY UNIT SKP-1
322,SALES NUBOARD
324,SALES MDF GHARO
326,MDF EXPORTSALE
328,MARKUP/PROFIT EARNED
330,REBATES SUBSIDY
453,ASHFAQ GHAFFAR (BY SALE)
455,DELTA TRANSPORT (PVT) LTD.
460,COMMISSON PAYABLE EXPORTS (FTT/FDD)
462,WORLD FOOD PROGRAME
464,VOLDMARS CO LTD
466,FTA FOOD SOLUTION
484,AKJAROEN RICE (EXSENG RICE) CO. LTD
472,LINE 3 PLANT (E-23 TO GHARO)
476,VALIKA PLOT DEVOLEPMENT
480,RIZWAN ASLAM.(BARDANA)
481,GHARO (H)
483,AKILA TRADING PTY LTD
486,LLC GROCERIES FACTORY
488,SUPER CHEMICALS PVT LTD
500,STEVEDORING MACHINERY (GRAP)
503,PP BAGS 50KG
504,EXCISE DUTY ON PM PUR 1%
507,"IQBAL FOODS, CANADA"
509,"AWALI FOR FOODSTUFF, BAHRAIN"
511,"TOMAG TOMASZ MATUSZEWSKI, POLAND"
2906,FUJIAN STAR HAO INTL TRADE CO LTD CANADA
2907,AGROTREID 3 LTD -RUSSIA
2908,UNITED KING
2909,LC/01/030/270 PETROGULF $137115 PMC
2910,LC/01/030/272 PETROGULF $100980 PMC
2911,LC/01/030/274 PETROGUF $262350 PMC
2912,MADARSA KHALEELIA
2913,M.USMAN KIRYANA STORE
2914,HILAL FOODS (PVT.) LTD.
2915,LAL QILA RESTAURANT
2916,LC MCB 0054LCS180269 PERTOGULF $127215 PMC
2917,LC18INSU0115-00015 SEED $577500 FUJIAN -2
2918,LC18INSU0115-00011 SEED $577500 FAUJIAN -1
2919,PERASAHAAN UMUM BULOG INDONESIA
2920,DEFENCE AUTHORITY COUNTRY & GOLF CLUB
2921,LIMITED LIABILTY COMPANY GRAIN TRADE - RUSSIA
2923,"DREAM WORLD RESORT, HOTEL"
2924,AVTODIZEL MASH LLC - RUSSIA
2926,AVARI TOWER
2927,ZUBAIR BROKER
2929,BAHRIA LIBERTY COMMERCIAL PLOT
2930,SILVER - FARHAN SALMAN
2931,SILVER - FAROOQ HABIB
830,ERF I & II BANK AL FALAH
831,FE25/MM BANK AL FALAH
832,LC-7994-09 ERU 103250 FLOUR MILL PLANT ITALY
833,LC-8051-09 RICE RE-PROCE UNIT CHINA $105650
834,HIGH YIELD SCB ACC
835,GHORO SILO FOUNDATION RICE MILL
836,LC-0022/09 PP INDIA $49920
837,LC-8134-09 PP SABIC $370260
838,GOOD LUCK CORPORATION
839,ABDUL RAZZAK
840,ABDUL RAZZAK (BY SALE)
845,PASSCO IRRI-6 RICE SUPPLIER
846,SILO PLANT GHARO
842,P.B HAMDARD
843,P.B SILVER
844,KUSHOMAL
847,LC-0025/09 PMC SABIC $254925.
848,LC-0026/09 IRON MOULD CHINA $48000
849,LC-0028/09 RICE MILL GRADER BUHLER GERMANY ERU 15694.12
850,LC-0029/09 SENDING BELTS CHINA $24206.73
851,"LC-0033/09 $ 179,437.50 (SABIC)"
852,"LC-0034/09  $58,410.00 (SABIC)"
853,METRO PAKISTAN (PVT.) LTD.
854,ROAD CONSTRUCTION D-67/71 PQ
855,LC-0036/09 CA CORBONATE $8300 POLYMERXS KOREA
856,SALES TAX ON SERVICES ( WHT & SSTAX)
857,ROYAL BROKER
858,LC-210-09 MY $86872.50 PP TAPE VINMAR UAE
859,LC-220-09 MY $65000 SANDER EQIP CHINA
860,LC-290-09 MY $15000 DISC DEFIBRT INDIA
861,"LC-0039/09 MBL $774,675 PLASTIC MOULD COMP (SAUDIA ARBIA)"
862,RAFEEQ AHMED GHARO (LABOUR BILL)
863,TARIQ SHEIKH
865,FE23/MM/RF/EFS ASKARI BANK
866,"LC-0046/09 MBL (RELIANCE INDIA ACUD 66,560) PMC"
868,RICE MILL PQ (AMAFHH RICE ENG) NEW 10 TON
870,"LC-0048/09 MBL (SABIC) PMC $ 369,022.50"
871,DATARI INTERNATIONAL
873,NOBLE RICE MILL (OTHERS)
875,LC-091-3460-220 MY LOHIA INDIA $125K PP LOOM
877,RAUF
887,LC-0002/10 MBL POLYPROPYLENE ACUD 110880 IND
879,NZ CHEMICALS (MDF)
881,LC-0052/09 MBL CALCIUM $9350 KOREA
882,LC-0053/09 MBL PMC SABIC $ 378675
884,RAUF II
885,PASSCO (OTHERS)
886,LC-0001/10 MBL PMC SABIC $ 357637.50 SAUDI ARAB
889,AL-KARAM PACKAGES PVT LTD.
890,"LC-0013/10 MBL (MDF) THAILAND $.24,538.70"
891,"LC-0014/10 MBL (PRE PRESS) CHINA $.30,000"
892,FAUJI FERTILIZER COMPANY LTD.
893,FAUJI FERTILIZER BINQASIM LTD.
895,GHARO (HUSK RICE MILLS)
896,PP SALES COLLECTION GST PARTIES
898,NASIR PATEL (RICE SALE)
899,"LC-0021/10 MBL (PMC) SAUDI ARABIA $ 197,010"
901,"LC-FLC 11747/10 BL $506,260 (MACHINES RICE PROCESSING PLANT) IND/CHINA"
902,"LC-FLC 11745/10 UBL $ 44,000 (PADDY PRE CLEANER) IND"
903,"LC-FLC 12086/10 UBL $ 447,000  GSI GROUP STORAGE BIN (SILOS) USA"
904,"LC-FLC 12020/10 UBL $ 352,700 RICE PARBOILING PLANT MACHINERY (IND)"
905,"LC#1003290-220 MYBL $ 97,638.75 SUMITOMO POLYPROPYLENE (SINGAPORE)"
907,"LC-0029/10 MBL $ 223,245 (PMC) SAUDI ARABIA"
906,GODOWN- C PQ (D67/71)
909,HABIB METROPOLITAN BANK-DHA
910,"LC-FLC 12319/10 UBL EURO 236,080.00  INDENTED CYLINDER PLANT (GERMANY)"
911,"LC-FLC 12346/10 UBL $ 15,000 SPARE PARTS (INDIA)"
912,"LC-FLC 12488/10 UBL EURO 36,000 SPARE PARTS (BELGIUM)"
914,"LC-100-5580-220 MY $63,360 SUMITOMO POLYPROPYLENE (SINGAPORE)"
915,"LC-FLC 12585/10 UBL $41,450.00   RICE GRADING SIFTER (CHINA)"
916,MONEER ABBASI
917,M.M (OTHERS)
918,"LC-0036/10 MBL $201,960.00  SUMITOMO POLYPROPYLENE (SINGAPORE)"
921,STORE D-36 PQ NEW AMJAD
922,BUILDING NEW RICE MILL-8 PQ D36
924,BY SALE GHARO (RICE UNIT L6)
790,GODOWNS BUILDING D67-71
792,WHEAT SINDH FOOD MISC EXP PAYABLE
794,KARACHI BOAT CLUB
796,PMC COST OF SALE
797,AG FOUNDATION LOAN
799,SUBHAN
801,MAF HYPERMARKETS
802,LC-0307 PAPER $37700 MY
803,LC-0308 PAPER $29625 MY
805,LC-0009/09 MZ $54526.8 MDF EVERGREEN
806,SHAFI GLUCOCHEM
807,GS COMMODITIES SHARES
809,LC-07175-9 UBL GRAIN STORAGE BIN USA $72204
810,LC-0012/09 PRESS PLATE CHINA $3500
811,LC-07310-09 PADDY PRECLEANER INDIA $23400
812,LC-06524-09 PARBOILING PLANT INDIA $169000
813,AYUB CASH GHARO
814,LC-07410-09 RICE POLISHER CHINA $17100
815,SHEIKHUPURA (LOCAL PURCHASES)
816,ERF-II BARCLAYS BANK PLC PAKISTAN LIMITED
817,LC-0013/09 PAPER CHINA $39200
818,SAMPLE MUGHAL RICE
819,MARKUP PAYABLE BARCLAYS
820,BANK AL-FALAH (SHR-E-FAISAL)
821,CLOSE A/C MAKRO HABIB-2 MAY-09
5119,SILICON TECHNOLOGIES - IT - UPS
5120,MS CORPORATION - MDF SPARES
5121,VISION DIRECT MARKETING - AB MUGHAL
5122,XXXXXX
5123,QADBROS ENGINEERING - MDF AC
5124,LC/01/030/1258 LUFFER SORTEX 15 NOS $142.5K
5125,LC/01/030/1259 RUBBER ROLLS FOR PADDY 6400 PCS $83200
5126,LC/01/030/1260 RICE MACHINERY SPARE PARTS $79.56K
5127,LC/01/030/1272 RUBBER BELTS #14.6K
5128,LC - 0826 MCB LONGI SOLAR PENALS $307.5K (2880 PCS)
5129,HOB NOB - KARACHI
675,GREEN FIELD ENTERPRISES
676,V.M CO. (IRRI-6)
677,UTILITY STORES CORPORATION
678,LC-3209 UBL SORTEX MACHINE GBP 80000
679,J.S TRADERS (OTHERS)
680,PLASTIC BAGS PRINTING MACHINE
682,"LC-0038/08 MEEZAN PP POLYMED TRADING UAE $197,505"
683,RAJAN WATER PROOFING PQ
684,SHAHID ADM
686,LC-3978 UBL IMPREGATION LINE $127000 CHINA
687,LC-3979 UBL CHIPPER $47800 CHINA
688,WARDA MILLS PVT LTD
690,LAMINATION RECEIPTS
691,CORN STOCK
692,MUSTUFA SALEEM-MUGHAL
694,LC-4167 UBL CONVERSION MACHINE $41082 GLOBE MERCHND UAE
695,KARACHI LAMINATES PVT LTD
696,PAKISTAN FORMICA PVT LTD
698,LC-0045/08 MZ PRESS PLATE CHINA $5600
699,LC-0046/08 MZ SANDING MACHINE CHINA $4905
700,SILO PLANT SHEIKHUPURA
702,KARACHI LAMINATES RECEIVABLE
703,AKHTAR USMAN PACKING
704,MURTUZA DADA PACKING
705,SHELL PAKISTAN LTD
707,LC-4738-08 UBL RAW DECR PAPER CHINA $ 39000
708,LC-4739-08 UBL DECR PAPER CHINA $49950
709,PP PLANT MISC ITEMS/PARTS IMPORTS
711,GHARO RICE TRNASFER (PADDY UNIT) (OTHER VARITIES)
714,WALI LAMINATES PVT LTD (MDF PAPERS)
715,AMIR ENTERPRIZEZ SUPER CHEM
716,SILO PLANT P-Q (D-67-71)
717,MISC RICE SALE
719,LC-MBL-0051/08 LINERS $25000 INDIA
720,INK  COLORS IPA PP PLANT
721,WAX PURCHASED GHARO
723,PAINTS & PRIMERS GHARO MDF
724,UNICO PAINT INDUSTRIES PVT LTD
726,NEELUM INDUSTRIES - PP
727,RICE CREDITORS C\O HANIF
729,SYNTECH FIBRES PVT LTD - PP
730,LC-MBL-0052/08 PP RAFIA $66330 SAUDIA
732,KHURRAM PP
734,BARCLAY AC-076675
736,AHMED GARIB FOUNDATION BANK
737,HANIF RAJPUT
740,PP RECEIVABLE TPL
741,TOTAL ATLAS LUBRICANTS PAK PVT LTD
742,TRANSPORTATION CHIPBORD
743,TRANSPORTATION MDF
745,AD-MORE GAS PVT LTD
746,LC PAYABLE
748,SALEEM MUSTUFA IRRI-6
750,LC-0055/08 DECR PAPER $34830 CHINA
751,LC-0054/08 PAPAER $31000  CHINA
753,JAFFER SONS INTERNATIONAL
754,LC-4502 WHEAT MY BANK
756,FAZLEESONS (PVT) LTD.
757,PAKITEX BOARDS (PVT) LTD
758,PP PLANT & MACHINERY (POLY BAGS UNIT PQ)
760,ASLAM NOORANI
762,INDUS JUTE MILLS LIMITED
763,PMC TRADING- GEN
764,LC-0002/09 MZ ERU19200 ITALY PRESS PLATE
766,SULTAN B69 PACKAGING MILL WIP
768,LINE-2 REPAIRS & OTHER EXP
769,LINE-3 REPAIRS & OTHER EXP
770,LINE-4 REPAIRS & OTHER EXP
772,PP DANA (RAW MATERIALS/CALCIUM)
774,PMC CONTRACT / PURCH. STOCK AC
776,LC-6339-09 SABIC PP $237105
778,UTTAM CHAND
780,SONERI BROKER
781,LC-0005/09 PAPER CHINA $56485 MZ
783,LC-0152 PAPER CHINA $77500 MY
784,OWN RICE MILL
785,AUTO WORKSHOP EXPENSES GHARO
787,PAPER PLANT OPERATING EXPENSES
788,DYNEA PAKISTAN LIMITED (MDF GLUE)
631,CHANDRA STORE
633,KITUI FLOUR MILLS LTD
635,SHERGAR S.P.R.L BELGIUM
637,SEED CONTROL A/C (JV)
638,RAFI CONTRACTOR (W2/22)
639,HAMDARD PADDY AC
640,AHMED TABBA
641,DHABEJI LAND DEVELOPMENT
642,ATEEQ UR REHMAN
643,HBL A/C #.00387900050303 (TARIQ RD BR.)
644,BABU BROKER
645,INTERNATIONAL DATARI
646,BAGGASE FREIGHT A/C (GHARO)
647,LC-1209/07 DEFIBRATOR 10 DISC $11500 INDIA
648,MASOOD CASH AC GHARO
649,CHIPBOARD GHARO RECEIPT A/C.
650,ACORD STRUCTURE TO PQ
651,VEHICLE AC
652,J.S. TRADERS
653,MUKHTAR BHAI.
654,M.M (MOHD. ALI SHEIKH)
655,ABDUL REHMAN
656,ABDUL WAHAB BROKER
657,ASHFAQ GHAFFAR (OTHERS)
658,SHERAZ ENTERPRISES (OTHERS)
659,M.AFZAL (MUREED KAY)
660,SANAULLAH
661,ROYAL BROKER (OTHERS)
662,MIAN RICE TRADERS
663,AL HARMAIN C\O ARIF ZAKARIA
664,SHAH LATIF BREOKER
665,LC-0022/08 MEEZAN PBOIL PLANT INDIA $64000
666,MCB STOCK EXCHANGE BR.
667,MCB I.I.CHUNDRIGAR ROAD BR
822,LC-0015/09 PMC SAUDIA $112365
823,LC-0016/09 IRON MOULD CHINA $67500
824,LC-7884-09 SORTEX MACHINE GPB 320000
825,CONSUMER CHANNEL
826,STUDENT BIRYANI
827,LC-0020/09 BUHLER POLY POLISHER $193000 INDIA
828,HAROON BROTHERS
829,MARKUP PAYABLE BANK AL FALAH
469,DELIMA TRADING LDA
470,INTERTEK PAKISTAN (PVT) LTD.
471,LINE 2 PLANT GHARO
473,FLOUR MILL MACHINERY P.Q D-36
474,DIESEL FOR HEAD OFFICE GENERATOR
475,VALIKA LAND GAHRO
477,JAPAN AGRO PQ WIP
478,AL GHURAIR GIGA (ISB FLATS)
479,BISMILLAH RICE TRADERS.
482,A1 ZAK FOOD DISTRIBUTORS
485,KRISH COMMODITIES LTD
487,OPENING BALANCE DIFFRENCE
489,SHOP CITI COURT (MUGHAL)
490,EDS PAYABLE
501,GENERATOR (WAUK) P.Q
502,FAX MACHINE & PHOTO COPY MACHINE
505,PLOT+ BUILDINGS PQA (D-67-71) FM+GDNS
506,"AGRO K&K, UKRAIN"
508,"INCOM LTD, BULGARIA"
510,COOMERCIO AND INVEATIMATOR LDA
512,"HOLLY LAND, USA"
513,CRAFT PAPER & SLIKA GEL
515,"SARL FOURUM IMPORT, ALGARIA"
517,"OYMOILAS, GF, FINLAND"
519,PROPERTY INVESTMETS
520,PASSCO DEPOSIT
522,BURHAN INVESTMENT A/C.
524,SHAKIR
526,ANWAR SATTAR INVEST.A/C.
528,IMPORTS BILLS PAYABLE
529,SAYEED INTERNATIONAL
531,MASOOM FLOUR MILLS
534,IQBAL BROTHERS C/O ARIF ZAKARIA
536,GLOBAL FOOD HOLAND
538,STAR RICE BY
540,HAJI JAN MOHD BY
543,SAGA CAMEROUN
545,W.J.TOWELL & CO
547,MITSUI
550,PORT LINK
552,ANM A/C.
554,PRIME PLASTIC (PVT) LTD.
555,MR. AHMED (BY)
557,INSPECTORATE PAKISTAN PVT LTD
558,ALLIED LOGISTIC SMC PVT LTD
559,SHARAF SHIPPING AGENCIES PVT LTD
560,LC # 0007/07
562,PWC LOGISTIC UAE
622,LC # 00387 UBL MDF MACHINERY CHINA $40900
565,BY SALE SUPRI /LAL 386 RICE
567,BY SALE D-98 BASMATI
568,DIFFRENCE TRANSFER RICE PARTIES
571,AL HARMAIN
573,PADDY CREDITORS (PURCHASES) CHOWK AZAM (LAYYAH1)
575,COST OF D-98 RICE
576,COST OF SUPRI/LAL 386 RICE (BY SALE)
578,GEO BROKER.
580,SALARIES EXPENSE.
581,HAMDARD BROKER
582,SILVER RICE PROCESSING MILLS (RICE)
583,JHANG RICE SUPPLIES IRRI-6
586,PRIME BROKER
589,ILLAHI BUX BROKER
587,MEHRAN RICE BROKER (UMESH)
592,LINE 4 (NEW PLANT SHIFTING)
593,THE DIRECTOR CENTRALE TUNISIA
595,HONEST GENERAL TRADING
597,EASTERN SEA TRANSPORT (PVT) LTD.
598,LC 00075-07 LAMINATION PLANT (UBL)
604,ALL SALES QTY
606,MRS.FOUZIA RASHID GARIB
602,SKP-1 RICE TRANSFER GS AC (OTHERS)
607,GARIBSONS COMMODITIES LTD.(MEEZAN 0100-187536)
608,INDIAN STORES
609,VEERAPEN
611,R&R IMPORTERS & DISTRIBUTER
615,HINTAYA TRADING CO
617,MAKRO K&K EXPORT
618,IDREES A/C.
620,BY SALE PADDY UNIT GHARO
623,MAF CARREFOU HYPERMARKET
624,AYAN TRADING LDA
627,SUNDAY POLASKA
629,WILSON TRADING CO
323,SALES DOORSKIN
325,MUGHAL HYBRID RICE SEED SALES
327,DIVIDEND INCOME
329,EXPORT REBATE
331,EXCHANGE LOSS OR GAIN
332,OTHER INCOME MISC
333,INSURANCE CLAIM
334,COMMISSION INCOME
335,RENTAL INCOME
336,LOSS OR GAIN ON SHORT TERM INVESTMENT
337,LOSS OR GAIN ON FWD CONTRACTS
338,COST OF IRRI-6/C-9 RICE
339,COST OF BASMATI RICE (EXPORT)
340,COST OF SALE (LRS) MUGHAL RICE
341,COST OF RICE BRAN/FLOUR
342,WHEAT COST OF SALE (LOCAL)
343,COS OTHER MISC ITEMS
434,385 FP
432,IRRI-6 FP
433,SUPER FP
435,386 FP
436,IRRI-9
437,D-98 FP
438,SELA SUPER FP
439,SELA 385
440,SELA 386
441,SELA IRRI-9 FP
442,MAX LOGISTIC
443,TAUQEER AHMED WHEAT PURCHASE AC LAYYAH
444,ZOHAIB AC
445,PAKLINK SHIPPING SERVICES
446,FAMOUS COMMISSION WHEAT
447,DELTA SHIPPING (PVT) LTD.
448,SALEEM CONTRACTOR.
449,TANVEER BARDANA
450,JAMES FINLAY PVT LTD
